"SN","label","chamber","Vtotal","obs_length","DeadBand","TimeClosing","start_time","end_time","Tcham","Pressure","V1_avg","V2_avg","V3_avg","V4_avg","Plot","Group","Treatment","LI8100A_Port","Date","Time_8100","total_seconds","unique_ID","Vtotal_m3","Time_7810","Time_7820","flag"
"81A-1767",41,101,6918.9,"01:30","00:25",13,2026-06-09 02:29:08,"2026-06-09 02:30:50",17.4718867924528,101.544433962264,2.66792452830189,-0.530943396226415,144.468009433962,0.0357358490566038,"Fresh",11,"Control",NA,"2026-06-09",02:29:08,60,"Collar_41_2026-06-09 02:29:08",0.0069189,"02:29:38","02:28:38","Time changed"
"81A-1767",42,101,6926.9,"01:30","00:25",13,2026-06-09 02:32:09,"2026-06-09 02:33:51",17.4310377358491,101.56141509434,2.5773679245283,0.350047169811321,10.7357641509434,0.0356981132075472,"Fresh",11,"Disturbance",NA,"2026-06-09",02:32:09,60,"Collar_42_2026-06-09 02:32:09",0.0069269,"02:32:09","02:32:09","Time changed"
"81A-1767",43,101,6926.9,"01:30","00:25",14,2026-06-09 02:35:10,"2026-06-09 02:36:54",17.3263551401869,101.578598130841,2.68615887850467,0.249644859813084,144.458663551402,0.0542990654205607,"Fresh",11,"1 µm",NA,"2026-06-09",02:35:10,60,"Collar_43_2026-06-09 02:35:10",0.0069269,"02:35:40","02:35:10","Time changed"
"81A-1767",44,101,6926.9,"01:30","00:25",14,2026-06-09 02:38:13,"2026-06-09 02:39:56",164.955887850467,101.57476635514,2.57407476635514,0.726523364485981,19.5121962616822,0.0472056074766355,"Fresh",11,"45 µm",NA,"2026-06-09",02:38:13,60,"Collar_44_2026-06-09 02:38:13",0.0069269,"02:38:43","02:38:13","Time changed"
"81A-1767",40,101,6926.9,"01:30","00:25",13,2026-06-09 02:41:13,"2026-06-09 02:42:55",17.3091509433962,101.571037735849,2.68882075471698,0.775094339622642,141.46570754717,0.161207547169811,"Fresh",10,"45 µm",NA,"2026-06-09",02:41:13,60,"Collar_40_2026-06-09 02:41:13",0.0069269,"02:41:43","02:41:13","Time changed"
"81A-1767",38,101,6926.9,"01:30","00:25",14,2026-06-09 02:44:12,"2026-06-09 02:45:55",-72.6223364485981,101.577663551402,2.66823364485981,-0.531878504672897,74.3909906542056,0.0497476635514019,"Fresh",10,"Disturbance",NA,"2026-06-09",02:44:12,90,"Collar_38_2026-06-09 02:44:12",0.0069269,"02:44:42","02:43:42","Time changed"
"81A-1767",45,101,6926.9,"01:30","00:25",14,2026-06-09 02:47:14,"2026-06-09 02:48:57",-68.9207476635514,101.56953271028,2.56635514018692,0.816504672897196,19.4125327102804,0.158607476635514,"Fresh",12,"Control",NA,"2026-06-09",02:47:14,60,"Collar_45_2026-06-09 02:47:14",0.0069269,"02:47:44","02:47:14","Time changed"
"81A-1767",41,101,6918.9,"01:30","00:25",13,2026-06-09 03:29:09,"2026-06-09 03:30:51",16.7949056603774,101.567547169811,2.67230188679245,-0.530943396226415,144.151650943396,0.0358679245283019,"Fresh",11,"Control",NA,"2026-06-09",03:29:09,60,"Collar_41_2026-06-09 03:29:09",0.0069189,"03:29:39","03:28:39","Time changed"
"81A-1767",42,101,6926.9,"01:30","00:25",14,2026-06-09 03:32:10,"2026-06-09 03:33:53",16.6570093457944,101.594859813084,2.57757009345794,0.348467289719626,10.6507663551402,0.0359158878504673,"Fresh",11,"Disturbance",NA,"2026-06-09",03:32:10,60,"Collar_42_2026-06-09 03:32:10",0.0069269,"03:32:10","03:32:10","Time changed"
"81A-1767",43,101,6926.9,"01:30","00:25",14,2026-06-09 03:35:12,"2026-06-09 03:36:55",16.4573831775701,101.598691588785,2.67571028037383,0.256224299065421,144.121476635514,0.0541121495327103,"Fresh",11,"1 µm",NA,"2026-06-09",03:35:12,60,"Collar_43_2026-06-09 03:35:12",0.0069269,"03:35:42","03:35:12","Time changed"
"81A-1767",44,101,6926.9,"01:30","00:25",14,2026-06-09 03:38:14,"2026-06-09 03:39:57",164.270280373832,101.588504672897,2.57291588785047,0.748934579439252,19.3517102803738,0.0470560747663551,"Fresh",11,"45 µm",NA,"2026-06-09",03:38:14,60,"Collar_44_2026-06-09 03:38:14",0.0069269,"03:38:44","03:38:14","Time changed"
"81A-1767",40,101,6926.9,"01:30","00:25",13,2026-06-09 03:41:14,"2026-06-09 03:42:56",16.2289622641509,101.58141509434,2.66792452830189,0.77561320754717,141.559679245283,0.179,"Fresh",10,"45 µm",NA,"2026-06-09",03:41:14,60,"Collar_40_2026-06-09 03:41:14",0.0069269,"03:41:14","03:41:14","Time changed"
"81A-1767",38,101,6926.9,"01:30","00:25",14,2026-06-09 03:44:13,"2026-06-09 03:45:56",-72.574953271028,101.587757009346,2.66728971962617,-0.531878504672897,74.3805140186916,0.0494392523364486,"Fresh",10,"Disturbance",NA,"2026-06-09",03:44:13,90,"Collar_38_2026-06-09 03:44:13",0.0069269,"03:44:43","03:43:43","Time changed"
"81A-1767",45,101,6926.9,"01:30","00:25",14,2026-06-09 03:47:13,"2026-06-09 03:48:56",-69.8128037383178,101.578224299065,2.56542056074766,0.764383177570093,19.247,0.160551401869159,"Fresh",12,"Control",NA,"2026-06-09",03:47:13,60,"Collar_45_2026-06-09 03:47:13",0.0069269,"03:47:43","03:47:13","Flux unusable, remove"
"81A-1767",41,101,6918.9,"01:30","00:25",13,2026-06-09 04:29:08,"2026-06-09 04:30:50",16.0866981132075,101.519905660377,2.58550943396226,-0.530141509433962,143.209188679245,0.037122641509434,"Fresh",11,"Control",NA,"2026-06-09",04:29:08,60,"Collar_41_2026-06-09 04:29:08",0.0069189,"04:29:38","04:28:38","Time changed"
"81A-1767",42,101,6926.9,"01:30","00:25",13,2026-06-09 04:32:09,"2026-06-09 04:33:51",16.1240566037736,101.536037735849,2.57547169811321,0.350358490566038,10.5364056603774,0.037122641509434,"Fresh",11,"Disturbance",NA,"2026-06-09",04:32:09,60,"Collar_42_2026-06-09 04:32:09",0.0069269,"04:32:09","04:32:09","Time changed"
"81A-1767",43,101,6926.9,"01:30","00:25",14,2026-06-09 04:35:08,"2026-06-09 04:36:51",16.098785046729,101.558971962617,2.67196261682243,0.249747663551402,143.101869158878,0.0547102803738318,"Fresh",11,"1 µm",NA,"2026-06-09",04:35:08,60,"Collar_43_2026-06-09 04:35:08",0.0069269,"04:35:38","04:35:08","Time changed"
"81A-1767",44,101,6926.9,"01:30","00:25",14,2026-06-09 04:38:09,"2026-06-09 04:39:52",163.028785046729,101.556074766355,2.56633644859813,0.73618691588785,19.1447196261682,0.0506822429906542,"Fresh",11,"45 µm",NA,"2026-06-09",04:38:09,60,"Collar_44_2026-06-09 04:38:09",0.0069269,"04:38:39","04:38:09","Time changed"
"81A-1767",40,101,6926.9,"01:30","00:25",13,2026-06-09 04:41:09,"2026-06-09 04:42:51",15.8925471698113,101.543018867925,2.6773679245283,0.775820754716981,141.118962264151,0.177688679245283,"Fresh",10,"45 µm",NA,"2026-06-09",04:41:09,60,"Collar_40_2026-06-09 04:41:09",0.0069269,"04:41:09","04:41:09","Time changed"
"81A-1767",38,101,6926.9,"01:30","00:25",14,2026-06-09 04:44:10,"2026-06-09 04:45:53",-73.3180373831776,101.547757009346,2.67383177570093,-0.531775700934579,74.3036542056075,0.0495327102803738,"Fresh",10,"Disturbance",NA,"2026-06-09",04:44:10,90,"Collar_38_2026-06-09 04:44:10",0.0069269,"04:44:40","04:43:40","Time changed"
"81A-1767",45,101,6926.9,"01:30","00:25",14,2026-06-09 04:47:12,"2026-06-09 04:48:55",-70.401308411215,101.536168224299,2.56915887850467,0.757392523364486,19.0621121495327,0.158803738317757,"Fresh",12,"Control",NA,"2026-06-09",04:47:12,60,"Collar_45_2026-06-09 04:47:12",0.0069269,"04:47:42","04:47:12","Time changed"
"81A-1767",41,101,6918.9,"01:30","00:25",13,2026-06-09 05:29:08,"2026-06-09 05:30:50",16.4621698113208,101.50358490566,2.67105660377359,-0.529952830188679,142.707613207547,0.0376509433962264,"Fresh",11,"Control",NA,"2026-06-09",05:29:08,60,"Collar_41_2026-06-09 05:29:08",0.0069189,"05:29:38","05:28:38","Time changed"
"81A-1767",42,101,6926.9,"01:30","00:25",14,2026-06-09 05:32:09,"2026-06-09 05:33:52",16.4942056074766,101.532242990654,2.58504672897196,0.350383177570093,10.4557476635514,0.0376542056074766,"Fresh",11,"Disturbance",NA,"2026-06-09",05:32:09,60,"Collar_42_2026-06-09 05:32:09",0.0069269,"05:32:09","05:32:09","Time changed"
"81A-1767",43,101,6926.9,"01:30","00:25",14,2026-06-09 05:35:10,"2026-06-09 05:36:53",16.4543925233645,101.550934579439,2.67946728971963,0.260130841121495,142.793121495327,0.0546168224299065,"Fresh",11,"1 µm",NA,"2026-06-09",05:35:10,60,"Collar_43_2026-06-09 05:35:10",0.0069269,"05:35:40","05:35:10","Time changed"
"81A-1767",44,101,6926.9,"01:30","00:25",14,2026-06-09 05:38:11,"2026-06-09 05:39:54",162.414859813084,101.544672897196,2.57570093457944,0.780906542056075,19.0014205607477,0.0525420560747664,"Fresh",11,"45 µm",NA,"2026-06-09",05:38:11,60,"Collar_44_2026-06-09 05:38:11",0.0069269,"05:38:41","05:38:11","Time changed"
"81A-1767",40,101,6926.9,"01:30","00:25",13,2026-06-09 05:41:12,"2026-06-09 05:42:54",16.3554716981132,101.539905660377,2.73809433962264,0.775716981132076,141.093254716981,0.176698113207547,"Fresh",10,"45 µm",NA,"2026-06-09",05:41:12,60,"Collar_40_2026-06-09 05:41:12",0.0069269,"05:41:12","05:41:12","Time changed"
"81A-1767",38,101,6926.9,"01:30","00:25",14,2026-06-09 05:44:11,"2026-06-09 05:45:54",-73.3285981308411,101.54476635514,2.72551401869159,-0.531775700934579,74.2855046728972,0.0487663551401869,"Fresh",10,"Disturbance",NA,"2026-06-09",05:44:11,90,"Collar_38_2026-06-09 05:44:11",0.0069269,"05:44:41","05:43:41","Time changed"
"81A-1767",45,101,6926.9,"01:30","00:25",14,2026-06-09 05:47:13,"2026-06-09 05:48:56",-70.3311214953271,101.538785046729,2.60256074766355,0.73385046728972,18.9412897196262,0.152542056074766,"Fresh",12,"Control",NA,"2026-06-09",05:47:13,60,"Collar_45_2026-06-09 05:47:13",0.0069269,"05:47:43","05:47:13","Time changed"
"81A-1767",41,101,6918.9,"01:30","00:25",13,2026-06-09 06:29:08,"2026-06-09 06:30:50",16.7460377358491,101.535,2.65930188679245,-0.529952830188679,142.637981132075,0.0376792452830189,"Fresh",11,"Control",NA,"2026-06-09",06:29:08,60,"Collar_41_2026-06-09 06:29:08",0.0069189,"06:29:38","06:28:38","Time changed"
"81A-1767",42,101,6926.9,"01:30","00:25",14,2026-06-09 06:32:08,"2026-06-09 06:33:51",16.8481308411215,101.557570093458,2.5785046728972,0.350588785046729,10.4072429906542,0.0376542056074766,"Fresh",11,"Disturbance",NA,"2026-06-09",06:32:08,60,"Collar_42_2026-06-09 06:32:08",0.0069269,"06:32:08","06:32:08","Time changed"
"81A-1767",43,101,6926.9,"01:30","00:25",14,2026-06-09 06:35:08,"2026-06-09 06:36:51",16.8451401869159,101.567476635514,2.68043925233645,0.253308411214953,142.655448598131,0.0545046728971963,"Fresh",11,"1 µm",NA,"2026-06-09",06:35:08,60,"Collar_43_2026-06-09 06:35:08",0.0069269,"06:35:38","06:35:08","Time changed"
"81A-1767",44,101,6926.9,"01:30","00:25",14,2026-06-09 06:38:10,"2026-06-09 06:39:53",162.100093457944,101.566822429907,2.57416822429907,0.726420560747664,18.9035327102804,0.0534859813084112,"Fresh",11,"45 µm",NA,"2026-06-09",06:38:10,60,"Collar_44_2026-06-09 06:38:10",0.0069269,"06:38:40","06:38:10","Time changed"
"81A-1767",40,101,6926.9,"01:30","00:25",13,2026-06-09 06:41:11,"2026-06-09 06:42:53",16.7970754716981,101.563301886792,2.6842641509434,0.776132075471698,141.058773584906,0.172462264150943,"Fresh",10,"45 µm",NA,"2026-06-09",06:41:11,60,"Collar_40_2026-06-09 06:41:11",0.0069269,"06:41:11","06:41:11","Time changed"
"81A-1767",38,101,6926.9,"01:30","00:25",14,2026-06-09 06:44:12,"2026-06-09 06:45:55",-73.1102803738318,101.577663551402,2.67759813084112,-0.531093457943925,74.2809813084112,0.0486728971962617,"Fresh",10,"Disturbance",NA,"2026-06-09",06:44:12,90,"Collar_38_2026-06-09 06:44:12",0.0069269,"06:44:42","06:43:42","Time changed"
"81A-1767",45,101,6926.9,"01:30","00:25",14,2026-06-09 06:47:14,"2026-06-09 06:48:57",-70.2065420560748,101.570373831776,2.57027102803738,0.707841121495327,18.816691588785,0.14892523364486,"Fresh",12,"Control",NA,"2026-06-09",06:47:14,60,"Collar_45_2026-06-09 06:47:14",0.0069269,"06:47:44","06:47:14","Time changed"
"81A-1767",41,101,6918.9,"01:30","00:25",13,2026-06-09 07:29:08,"2026-06-09 07:30:50",17.5108490566038,101.554811320755,2.62115094339623,-0.529952830188679,142.241669811321,0.0377358490566038,"Fresh",11,"Control",NA,"2026-06-09",07:29:08,60,"Collar_41_2026-06-09 07:29:08",0.0069189,"07:29:38","07:28:38","Time changed"
"81A-1767",42,101,6926.9,"01:30","00:25",14,2026-06-09 07:32:08,"2026-06-09 07:33:51",17.3968224299065,101.582429906542,2.57570093457944,0.351271028037383,10.3890841121495,0.0376728971962617,"Fresh",11,"Disturbance",NA,"2026-06-09",07:32:08,60,"Collar_42_2026-06-09 07:32:08",0.0069269,"07:32:08","07:32:08","Time changed"
"81A-1767",43,101,6926.9,"01:30","00:25",14,2026-06-09 07:35:10,"2026-06-09 07:36:53",17.3326168224299,101.599626168224,2.67571962616822,0.260233644859813,142.330448598131,0.0544859813084112,"Fresh",11,"1 µm",NA,"2026-06-09",07:35:10,60,"Collar_43_2026-06-09 07:35:10",0.0069269,"07:35:40","07:35:10","Time changed"
"81A-1767",44,101,6926.9,"01:30","00:25",14,2026-06-09 07:38:11,"2026-06-09 07:39:54",162.885981308411,101.597289719626,2.56915887850467,0.76488785046729,18.863261682243,0.0487102803738318,"Fresh",11,"45 µm",NA,"2026-06-09",07:38:11,60,"Collar_44_2026-06-09 07:38:11",0.0069269,"07:38:41","07:38:11","Time changed"
"81A-1767",40,101,6926.9,"01:30","00:25",13,2026-06-09 07:41:12,"2026-06-09 07:42:54",17.4706603773585,101.592075471698,2.70130188679245,0.776132075471698,140.915603773585,0.162481132075472,"Fresh",10,"45 µm",NA,"2026-06-09",07:41:12,60,"Collar_40_2026-06-09 07:41:12",0.0069269,"07:41:12","07:41:12","Time changed"
"81A-1767",38,101,6926.9,"01:30","00:25",14,2026-06-09 07:44:13,"2026-06-09 07:45:56",-72.7458878504673,101.597289719626,2.69267289719626,-0.531551401869159,74.3065140186916,0.0488878504672897,"Fresh",10,"Disturbance",NA,"2026-06-09",07:44:13,90,"Collar_38_2026-06-09 07:44:13",0.0069269,"07:44:43","07:43:43","Time changed"
"81A-1767",45,101,6926.9,"01:30","00:25",14,2026-06-09 07:47:16,"2026-06-09 07:48:59",-70.0051401869159,101.590560747664,2.59501869158878,0.703420560747663,19.2304392523364,0.142514018691589,"Fresh",12,"Control",NA,"2026-06-09",07:47:16,60,"Collar_45_2026-06-09 07:47:16",0.0069269,"07:47:46","07:47:16","Time changed"
"81A-1767",41,101,6918.9,"01:30","00:25",13,2026-06-09 08:29:08,"2026-06-09 08:30:50",17.9839622641509,101.539056603774,2.63166037735849,-0.529952830188679,142.58670754717,0.037688679245283,"Fresh",11,"Control",NA,"2026-06-09",08:29:08,60,"Collar_41_2026-06-09 08:29:08",0.0069189,"08:29:38","08:28:38","Time changed"
"81A-1767",42,101,6926.9,"01:30","00:25",14,2026-06-09 08:32:08,"2026-06-09 08:33:51",18.0543925233645,101.560186915888,2.58411214953271,0.467504672897196,10.7148037383178,0.0376448598130841,"Fresh",11,"Disturbance",NA,"2026-06-09",08:32:08,60,"Collar_42_2026-06-09 08:32:08",0.0069269,"08:32:08","08:32:08","Time changed"
"81A-1767",43,101,6926.9,"01:30","00:25",14,2026-06-09 08:35:10,"2026-06-09 08:36:53",17.9836448598131,101.570560747664,2.67943925233645,0.344224299065421,142.690018691589,0.0544485981308411,"Fresh",11,"1 µm",NA,"2026-06-09",08:35:10,60,"Collar_43_2026-06-09 08:35:10",0.0069269,"08:35:40","08:35:10","Time changed"
"81A-1767",44,101,6926.9,"01:30","00:25",14,2026-06-09 08:38:12,"2026-06-09 08:39:55",163.10261682243,101.565607476636,2.57570093457944,0.736411214953271,18.7959065420561,0.0527383177570093,"Fresh",11,"45 µm",NA,"2026-06-09",08:38:12,60,"Collar_44_2026-06-09 08:38:12",0.0069269,"08:38:42","08:38:12","Time changed"
"81A-1767",40,101,6926.9,"01:30","00:25",13,2026-06-09 08:41:14,"2026-06-09 08:42:56",17.8559433962264,101.560471698113,2.72315094339623,0.776132075471698,141.068905660377,0.154084905660377,"Fresh",10,"45 µm",NA,"2026-06-09",08:41:14,60,"Collar_40_2026-06-09 08:41:14",0.0069269,"08:41:14","08:41:14","Time changed"
"81A-1767",38,101,6926.9,"01:30","00:25",14,2026-06-09 08:44:15,"2026-06-09 08:45:58",-72.4199065420561,101.56523364486,2.70828971962617,-0.531775700934579,74.323214953271,0.0487476635514019,"Fresh",10,"Disturbance",NA,"2026-06-09",08:44:15,90,"Collar_38_2026-06-09 08:44:15",0.0069269,"08:44:45","08:43:45","Time changed"
"81A-1767",45,101,6926.9,"01:30","00:25",14,2026-06-09 08:47:17,"2026-06-09 08:49:00",-69.611214953271,101.553271028037,2.59017757009346,0.676588785046729,19.4999439252336,0.138009345794393,"Fresh",12,"Control",NA,"2026-06-09",08:47:17,60,"Collar_45_2026-06-09 08:47:17",0.0069269,"08:47:47","08:47:17","Time changed"
"81A-1767",41,101,6918.9,"01:30","00:25",13,2026-06-09 09:29:08,"2026-06-09 09:30:50",18.9980188679245,101.516981132075,2.60782075471698,-0.529952830188679,142.867773584906,0.0375094339622642,"Fresh",11,"Control",NA,"2026-06-09",09:29:08,60,"Collar_41_2026-06-09 09:29:08",0.0069189,"09:29:38","09:28:38","Time changed"
"81A-1767",42,101,6926.9,"01:30","00:25",14,2026-06-09 09:32:08,"2026-06-09 09:33:51",18.9895327102804,101.539345794393,2.57663551401869,0.496897196261682,10.8727196261682,0.037214953271028,"Fresh",11,"Disturbance",NA,"2026-06-09",09:32:08,60,"Collar_42_2026-06-09 09:32:08",0.0069269,"09:32:08","09:32:08","Time changed"
"81A-1767",43,101,6926.9,"01:30","00:25",14,2026-06-09 09:35:08,"2026-06-09 09:36:51",19.1253271028037,101.549252336449,2.68360747663551,0.444046728971963,143.232271028037,0.0540934579439252,"Fresh",11,"1 µm",NA,"2026-06-09",09:35:08,60,"Collar_43_2026-06-09 09:35:08",0.0069269,"09:35:38","09:35:08","Time changed"
"81A-1767",44,101,6926.9,"01:30","00:25",14,2026-06-09 09:38:09,"2026-06-09 09:39:52",163.608504672897,101.547196261682,2.56599065420561,0.762009345794393,19.0833364485981,0.0506448598130841,"Fresh",11,"45 µm",NA,"2026-06-09",09:38:09,60,"Collar_44_2026-06-09 09:38:09",0.0069269,"09:38:39","09:38:09","Time changed"
"81A-1767",40,101,6926.9,"01:30","00:25",13,2026-06-09 09:41:09,"2026-06-09 09:42:51",18.8966037735849,101.540660377358,2.67075471698113,0.774943396226415,141.251716981132,0.146066037735849,"Fresh",10,"45 µm",NA,"2026-06-09",09:41:09,60,"Collar_40_2026-06-09 09:41:09",0.0069269,"09:41:09","09:41:09","Time changed"
"81A-1767",38,101,6926.9,"01:30","00:25",14,2026-06-09 09:44:08,"2026-06-09 09:45:51",-72.6271962616822,101.545420560748,2.67476635514019,-0.531775700934579,74.3740280373832,0.0487009345794393,"Fresh",10,"Disturbance",NA,"2026-06-09",09:44:08,90,"Collar_38_2026-06-09 09:44:08",0.0069269,"09:44:38","09:43:38","Time changed"
