"DATE initial_value","DOY initial_value","TA initial_value","PA initial_value","VOLUME_TOTAL","PORT","PORT_LABEL","SERIAL_NUMBER","OBSERVATION","TIMESTAMP_START","VOLUME","VOLUME","VOLUME","SERIAL_NUMBER","COLLAR_HEIGHT"
"2024-06-03 16:49:26",155.701,31.92318,99.75,6926.9,5,"10",101,90,20240603164926,4073.5,19,55,"81A-1652",8
"2024-06-03 16:52:25",155.70307,24.98136,99.75,6926.9,6,"9",101,90,20240603165213,4073.5,19,55,"81A-1652",8
"2024-06-03 16:55:24",155.70514,-68.85909,99.75,6926.9,7,"49",101,90,20240603165511,4073.5,19,55,"81A-1652",8
"2024-06-03 17:37:43",155.73453,25.06091,99.68,6926.9,1,"13",101,90,20240603173731,4073.5,19,55,"81A-1652",8
"2024-06-03 17:40:42",155.7366,-69.20591,99.69,6926.9,2,"14",101,90,20240603174030,4073.5,19,55,"81A-1652",8
"2024-06-03 17:43:40",155.73866,25.20455,99.69,6926.9,3,"15",101,90,20240603174328,4073.5,19,55,"81A-1652",8
"2024-06-03 17:46:39",155.74073,25.14273,99.69,6926.9,4,"16",101,90,20240603174627,4073.5,19,55,"81A-1652",8
"2024-06-03 17:49:27",155.74268,33.44182,99.7,6926.9,5,"10",101,90,20240603174927,4073.5,19,55,"81A-1652",8
"2024-06-03 17:52:26",155.74475,25.09318,99.7,6926.9,6,"9",101,90,20240603175214,4073.5,19,55,"81A-1652",8
"2024-06-03 17:55:24",155.74682,-69.12955,99.7,6926.9,7,"49",101,90,20240603175512,4073.5,19,55,"81A-1652",8
"2024-06-03 18:37:43",155.77619,24.66409,99.71,6926.9,1,"13",101,90,20240603183731,4073.5,19,55,"81A-1652",8
"2024-06-03 18:40:41",155.77825,-68.73182,99.73,6926.9,2,"14",101,90,20240603184029,4073.5,19,55,"81A-1652",8
"2024-06-03 18:43:39",155.78031,24.51909,99.73,6926.9,3,"15",101,90,20240603184327,4073.5,19,55,"81A-1652",8
"2024-06-03 18:46:37",155.78237,24.46818,99.73,6926.9,4,"16",101,90,20240603184625,4073.5,19,55,"81A-1652",8
"2024-06-03 18:49:23",155.78429,31.87409,99.74,6926.9,5,"10",101,90,20240603184923,4073.5,19,55,"81A-1652",8
"2024-06-03 18:52:23",155.78638,24.46909,99.73,6926.9,6,"9",101,90,20240603185211,4073.5,19,55,"81A-1652",8
"2024-06-03 18:55:21",155.78844,-68.54818,99.74,6926.9,7,"49",101,90,20240603185509,4073.5,19,55,"81A-1652",8
"2024-06-03 19:37:43",155.81786,23.77409,99.72,6926.9,1,"13",101,90,20240603193731,4073.5,19,55,"81A-1652",8
"2024-06-03 19:40:42",155.81993,-69.20864,99.74,6926.9,2,"14",101,90,20240603194030,4073.5,19,55,"81A-1652",8
"2024-06-03 19:43:41",155.822,23.60636,99.73,6926.9,3,"15",101,90,20240603194329,4073.5,19,55,"81A-1652",8
"2024-06-03 19:46:39",155.82406,23.42545,99.73,6926.9,4,"16",101,90,20240603194627,4073.5,19,55,"81A-1652",8
"2024-06-03 19:49:28",155.82602,30.02955,99.73,6926.9,5,"10",101,90,20240603194928,4073.5,19,55,"81A-1652",8
"2024-06-03 19:52:28",155.8281,23.47,99.73,6926.9,6,"9",101,90,20240603195216,4073.5,19,55,"81A-1652",8
"2024-06-03 19:55:27",155.83017,-68.71045,99.74,6926.9,7,"49",101,90,20240603195515,4073.5,19,55,"81A-1652",8
"2024-06-03 20:37:43",155.85953,22.48409,99.73,6926.9,1,"13",101,90,20240603203731,4073.5,19,55,"81A-1652",8
"2024-06-03 20:40:41",155.86159,-69.19045,99.76,6926.9,2,"14",101,90,20240603204029,4073.5,19,55,"81A-1652",8
"2024-06-03 20:43:40",155.86366,22.21909,99.76,6926.9,3,"15",101,90,20240603204328,4073.5,19,55,"81A-1652",8
"2024-06-03 20:46:39",155.86573,22.13955,99.77,6926.9,4,"16",101,90,20240603204627,4073.5,19,55,"81A-1652",8
"2024-06-03 20:49:27",155.86768,31.04591,99.77,6926.9,5,"10",101,90,20240603204927,4073.5,19,55,"81A-1652",8
"2024-06-03 20:52:27",155.86976,22.19864,99.77,6926.9,6,"9",101,90,20240603205215,4073.5,19,55,"81A-1652",8
"2024-06-03 20:55:25",155.87182,-68.77455,99.77,6926.9,7,"49",101,90,20240603205513,4073.5,19,55,"81A-1652",8
"2024-06-03 21:37:43",155.90119,21.28182,99.76,6926.9,1,"13",101,90,20240603213731,4073.5,19,55,"81A-1652",8
"2024-06-03 21:40:42",155.90326,-69.87955,99.79,6926.9,2,"14",101,90,20240603214030,4073.5,19,55,"81A-1652",8
"2024-06-03 21:43:40",155.90532,21.11591,99.79,6926.9,3,"15",101,90,20240603214328,4073.5,19,55,"81A-1652",8
"2024-06-03 21:46:38",155.90738,21.03227,99.8,6926.9,4,"16",101,90,20240603214626,4073.5,19,55,"81A-1652",8
"2024-06-03 21:49:25",155.90932,28.55955,99.82,6926.9,5,"10",101,90,20240603214925,4073.5,19,55,"81A-1652",8
"2024-06-03 21:52:24",155.91139,21.14864,99.82,6926.9,6,"9",101,90,20240603215212,4073.5,19,55,"81A-1652",8
"2024-06-03 21:55:22",155.91345,-69.015,99.82,6926.9,7,"49",101,90,20240603215510,4073.5,19,55,"81A-1652",8
"2024-06-03 22:37:43",155.94286,20.54909,99.82,6926.9,1,"13",101,90,20240603223731,4073.5,19,55,"81A-1652",8
"2024-06-03 22:40:42",155.94494,-69.90909,99.84,6926.9,2,"14",101,90,20240603224030,4073.5,19,55,"81A-1652",8
"2024-06-03 22:43:40",155.94699,20.40364,99.84,6926.9,3,"15",101,90,20240603224328,4073.5,19,55,"81A-1652",8
"2024-06-03 22:46:38",155.94905,20.36864,99.84,6926.9,4,"16",101,90,20240603224626,4073.5,19,55,"81A-1652",8
"2024-06-03 22:49:24",155.95097,29.53455,99.86,6926.9,5,"10",101,90,20240603224924,4073.5,19,55,"81A-1652",8
"2024-06-03 22:52:23",155.95304,20.51955,99.86,6926.9,6,"9",101,90,20240603225211,4073.5,19,55,"81A-1652",8
"2024-06-03 22:55:22",155.95512,-70.16136,99.86,6926.9,7,"49",101,90,20240603225509,4073.5,19,55,"81A-1652",8
"2024-06-03 23:37:43",155.98453,20.29,99.82,6926.9,1,"13",101,90,20240603233731,4073.5,19,55,"81A-1652",8
"2024-06-03 23:40:41",155.98659,-69.55909,99.84,6926.9,2,"14",101,90,20240603234029,4073.5,19,55,"81A-1652",8
"2024-06-03 23:43:40",155.98866,20.15727,99.85,6926.9,3,"15",101,90,20240603234328,4073.5,19,55,"81A-1652",8
"2024-06-03 23:46:38",155.99072,20.07864,99.86,6926.9,4,"16",101,90,20240603234626,4073.5,19,55,"81A-1652",8
"2024-06-03 23:49:24",155.99264,27.69545,99.86,6926.9,5,"10",101,90,20240603234924,4073.5,19,55,"81A-1652",8
"2024-06-03 23:52:23",155.99471,20.23455,99.86,6926.9,6,"9",101,90,20240603235211,4073.5,19,55,"81A-1652",8
"2024-06-03 23:55:23",155.99679,-69.44455,99.86,6926.9,7,"49",101,90,20240603235511,4073.5,19,55,"81A-1652",8
"2024-06-04 00:37:43",156.02619,19.95727,99.86,6926.9,1,"13",101,90,20240604003731,4073.5,19,55,"81A-1652",8
"2024-06-04 00:40:42",156.02826,-69.17091,99.87,6926.9,2,"14",101,90,20240604004030,4073.5,19,55,"81A-1652",8
"2024-06-04 00:43:40",156.03032,19.85273,99.87,6926.9,3,"15",101,90,20240604004328,4073.5,19,55,"81A-1652",8
"2024-06-04 00:46:38",156.03238,19.78455,99.88,6926.9,4,"16",101,90,20240604004626,4073.5,19,55,"81A-1652",8
"2024-06-04 00:49:24",156.03431,25.97773,99.88,6926.9,5,"10",101,90,20240604004924,4073.5,19,55,"81A-1652",8
"2024-06-04 00:52:24",156.03639,19.94909,99.88,6926.9,6,"9",101,90,20240604005212,4073.5,19,55,"81A-1652",8
"2024-06-04 00:55:22",156.03845,-69.04818,99.88,6926.9,7,"49",101,90,20240604005510,4073.5,19,55,"81A-1652",8
"2024-06-04 01:37:43",156.06786,19.63091,99.84,6926.9,1,"13",101,90,20240604013731,4073.5,19,55,"81A-1652",8
"2024-06-04 01:40:42",156.06993,-69.79455,99.86,6926.9,2,"14",101,90,20240604014030,4073.5,19,55,"81A-1652",8
"2024-06-04 01:43:40",156.07199,19.47591,99.86,6926.9,3,"15",101,90,20240604014328,4073.5,19,55,"81A-1652",8
"2024-06-04 01:46:39",156.07406,19.39864,99.86,6926.9,4,"16",101,90,20240604014627,4073.5,19,55,"81A-1652",8
"2024-06-04 01:49:25",156.07599,27.56455,99.86,6926.9,5,"10",101,90,20240604014925,4073.5,19,55,"81A-1652",8
"2024-06-04 01:52:26",156.07808,19.52545,99.86,6926.9,6,"9",101,90,20240604015214,4073.5,19,55,"81A-1652",8
"2024-06-04 01:55:26",156.08016,-69.62727,99.86,6926.9,7,"49",101,90,20240604015513,4073.5,19,55,"81A-1652",8
"2024-06-04 02:37:43",156.10953,19.29318,99.81,6926.9,1,"13",101,90,20240604023731,4073.5,19,55,"81A-1652",8
"2024-06-04 02:40:41",156.11159,-70.08545,99.83,6926.9,2,"14",101,90,20240604024029,4073.5,19,55,"81A-1652",8
"2024-06-04 02:43:39",156.11365,19.21727,99.83,6926.9,3,"15",101,90,20240604024327,4073.5,19,55,"81A-1652",8
"2024-06-04 02:46:39",156.11573,19.17,99.83,6926.9,4,"16",101,90,20240604024627,4073.5,19,55,"81A-1652",8
"2024-06-04 02:49:25",156.11765,25.76636,99.84,6926.9,5,"10",101,90,20240604024925,4073.5,19,55,"81A-1652",8
"2024-06-04 02:52:26",156.11975,19.34818,99.83,6926.9,6,"9",101,90,20240604025214,4073.5,19,55,"81A-1652",8
"2024-06-04 02:55:25",156.12182,-69.50091,99.83,6926.9,7,"49",101,90,20240604025513,4073.5,19,55,"81A-1652",8
"2024-06-04 03:37:43",156.15119,19.15318,99.77,6926.9,1,"13",101,90,20240604033731,4073.5,19,55,"81A-1652",8
"2024-06-04 03:40:41",156.15325,-70.10955,99.77,6926.9,2,"14",101,90,20240604034029,4073.5,19,55,"81A-1652",8
"2024-06-04 03:43:39",156.15531,19.01318,99.77,6926.9,3,"15",101,90,20240604034327,4073.5,19,55,"81A-1652",8
"2024-06-04 03:46:37",156.15737,18.95773,99.78,6926.9,4,"16",101,90,20240604034625,4073.5,19,55,"81A-1652",8
"2024-06-04 03:49:24",156.15931,27.63636,99.77,6926.9,5,"10",101,90,20240604034924,4073.5,19,55,"81A-1652",8
"2024-06-04 03:52:23",156.16138,19.09818,99.77,6926.9,6,"9",101,90,20240604035211,4073.5,19,55,"81A-1652",8
"2024-06-04 03:55:21",156.16345,-70.02364,99.79,6926.9,7,"49",101,90,20240604035509,4073.5,19,55,"81A-1652",8
"2024-06-04 04:37:43",156.19286,18.87,99.77,6926.9,1,"13",101,90,20240604043731,4073.5,19,55,"81A-1652",8
"2024-06-04 04:40:41",156.19492,-70.23136,99.8,6926.9,2,"14",101,90,20240604044029,4073.5,19,55,"81A-1652",8
"2024-06-04 04:43:39",156.19698,18.71091,99.8,6926.9,3,"15",101,90,20240604044327,4073.5,19,55,"81A-1652",8
"2024-06-04 04:46:37",156.19904,18.68182,99.8,6926.9,4,"16",101,90,20240604044625,4073.5,19,55,"81A-1652",8
"2024-06-04 04:49:23",156.20096,25.885,99.81,6926.9,5,"10",101,90,20240604044923,4073.5,19,55,"81A-1652",8
"2024-06-04 04:52:23",156.20305,18.86591,99.81,6926.9,6,"9",101,90,20240604045211,4073.5,19,55,"81A-1652",8
"2024-06-04 04:55:21",156.2051,-69.94045,99.82,6926.9,7,"49",101,90,20240604045509,4073.5,19,55,"81A-1652",8
"2024-06-04 05:37:43",156.23453,18.65318,99.85,6926.9,1,"13",101,90,20240604053731,4073.5,19,55,"81A-1652",8
"2024-06-04 05:40:41",156.23659,-69.75318,99.87,6926.9,2,"14",101,90,20240604054029,4073.5,19,55,"81A-1652",8
"2024-06-04 05:43:39",156.23865,18.52545,99.86,6926.9,3,"15",101,90,20240604054327,4073.5,19,55,"81A-1652",8
"2024-06-04 05:46:38",156.24072,18.49682,99.87,6926.9,4,"16",101,90,20240604054626,4073.5,19,55,"81A-1652",8
"2024-06-04 05:49:25",156.24265,24.35682,99.87,6926.9,5,"10",101,90,20240604054925,4073.5,19,55,"81A-1652",8
"2024-06-04 05:52:24",156.24472,18.69727,99.87,6926.9,6,"9",101,90,20240604055212,4073.5,19,55,"81A-1652",8
"2024-06-04 05:55:23",156.24679,-70.08455,99.87,6926.9,7,"49",101,90,20240604055510,4073.5,19,55,"81A-1652",8
"2024-06-04 06:37:43",156.27619,18.92045,99.9,6926.9,1,"13",101,90,20240604063731,4073.5,19,55,"81A-1652",8
"2024-06-04 06:40:41",156.27825,-70.32045,99.92,6926.9,2,"14",101,90,20240604064029,4073.5,19,55,"81A-1652",8
"2024-06-04 06:43:39",156.28031,18.835,99.93,6926.9,3,"15",101,90,20240604064327,4073.5,19,55,"81A-1652",8
"2024-06-04 06:46:38",156.28238,18.83545,99.94,6926.9,4,"16",101,90,20240604064626,4073.5,19,55,"81A-1652",8
"2024-06-04 06:49:25",156.28432,26.10318,99.95,6926.9,5,"10",101,90,20240604064925,4073.5,19,55,"81A-1652",8
"2024-06-04 06:52:25",156.2864,19.19818,99.95,6926.9,6,"9",101,90,20240604065213,4073.5,19,55,"81A-1652",8
"2024-06-04 06:55:25",156.28848,-70.52318,99.95,6926.9,7,"49",101,90,20240604065512,4073.5,19,55,"81A-1652",8
"2024-06-04 07:37:43",156.31786,19.89727,99.99,6926.9,1,"13",101,90,20240604073731,4073.5,19,55,"81A-1652",8
"2024-06-04 07:40:42",156.31993,-70.03727,100.02,6926.9,2,"14",101,90,20240604074030,4073.5,19,55,"81A-1652",8
"2024-06-04 07:43:41",156.322,20.10591,100.02,6926.9,3,"15",101,90,20240604074329,4073.5,19,55,"81A-1652",8
"2024-06-04 07:46:39",156.32407,20.14273,100.02,6926.9,4,"16",101,90,20240604074627,4073.5,19,55,"81A-1652",8
"2024-06-04 07:49:25",156.32598,25.44636,100.03,6926.9,5,"10",101,90,20240604074925,4073.5,19,55,"81A-1652",8
"2024-06-04 07:52:25",156.32807,20.79591,100.03,6926.9,6,"9",101,90,20240604075213,4073.5,19,55,"81A-1652",8
"2024-06-04 07:55:24",156.33014,-70.16682,100.03,6926.9,7,"49",101,90,20240604075511,4073.5,19,55,"81A-1652",8
"2024-06-04 08:37:43",156.35953,22.47227,100.03,6926.9,1,"13",101,90,20240604083731,4073.5,19,55,"81A-1652",8
"2024-06-04 08:40:43",156.36161,-69.73727,100.06,6926.9,2,"14",101,90,20240604084031,4073.5,19,55,"81A-1652",8
"2024-06-04 08:43:42",156.36368,22.58818,100.06,6926.9,3,"15",101,90,20240604084330,4073.5,19,55,"81A-1652",8
"2024-06-04 08:46:40",156.36574,22.45545,100.07,6926.9,4,"16",101,90,20240604084628,4073.5,19,55,"81A-1652",8
"2024-06-04 08:49:26",156.36766,28.83182,100.08,6926.9,5,"10",101,90,20240604084926,4073.5,19,55,"81A-1652",8
"2024-06-04 08:52:25",156.36973,22.93727,100.07,6926.9,6,"9",101,90,20240604085213,4073.5,19,55,"81A-1652",8
"2024-06-04 08:55:24",156.37181,-69.09773,100.08,6926.9,7,"49",101,90,20240604085511,4073.5,19,55,"81A-1652",8
"2024-06-04 09:37:43",156.40119,25.32136,100.04,6926.9,1,"13",101,90,20240604093731,4073.5,19,55,"81A-1652",8
"2024-06-04 09:40:41",156.40325,-68.755,100.06,6926.9,2,"14",101,90,20240604094029,4073.5,19,55,"81A-1652",8
"2024-06-04 09:43:40",156.40533,25.40545,100.06,6926.9,3,"15",101,90,20240604094328,4073.5,19,55,"81A-1652",8
"2024-06-04 09:46:38",156.40738,26.38273,100.07,6926.9,4,"16",101,90,20240604094626,4073.5,19,55,"81A-1652",8
"2024-06-04 09:49:24",156.40931,29.44091,100.07,6926.9,5,"10",101,90,20240604094924,4073.5,19,55,"81A-1652",8
"2024-06-04 09:52:23",156.41138,25.94727,100.07,6926.9,6,"9",101,90,20240604095211,4073.5,19,55,"81A-1652",8
"2024-06-04 09:55:22",156.41345,-68.17864,100.07,6926.9,7,"49",101,90,20240604095510,4073.5,19,55,"81A-1652",8
"2024-06-04 10:37:43",156.44286,26.63591,100.02,6926.9,1,"13",101,90,20240604103731,4073.5,19,55,"81A-1652",8
"2024-06-04 10:40:42",156.44493,-68.69818,100.04,6926.9,2,"14",101,90,20240604104030,4073.5,19,55,"81A-1652",8
"2024-06-04 10:43:41",156.447,26.87955,100.04,6926.9,3,"15",101,90,20240604104329,4073.5,19,55,"81A-1652",8
"2024-06-04 10:46:41",156.44909,27.03682,100.06,6926.9,4,"16",101,90,20240604104629,4073.5,19,55,"81A-1652",8
"2024-06-04 10:49:28",156.45102,30.23409,100.06,6926.9,5,"10",101,90,20240604104928,4073.5,19,55,"81A-1652",8
"2024-06-04 10:52:27",156.45309,27.185,100.06,6926.9,6,"9",101,90,20240604105215,4073.5,19,55,"81A-1652",8
"2024-06-04 10:55:28",156.45519,-68.49,100.05,6926.9,7,"49",101,90,20240604105515,4073.5,19,55,"81A-1652",8
"2024-06-04 11:37:43",156.48453,27.95318,100.03,6926.9,1,"13",101,90,20240604113731,4073.5,19,55,"81A-1652",8
"2024-06-04 11:40:42",156.4866,-68.88091,100.06,6926.9,2,"14",101,90,20240604114030,4073.5,19,55,"81A-1652",8
"2024-06-04 11:43:41",156.48867,31.895,100.06,6926.9,3,"15",101,90,20240604114329,4073.5,19,55,"81A-1652",8
"2024-06-04 11:46:40",156.49074,27.61227,100.06,6926.9,4,"16",101,90,20240604114628,4073.5,19,55,"81A-1652",8
"2024-06-04 11:49:26",156.49266,33.35,100.06,6926.9,5,"10",101,90,20240604114926,4073.5,19,55,"81A-1652",8
"2024-06-04 11:52:26",156.49475,28.52409,100.06,6926.9,6,"9",101,90,20240604115214,4073.5,19,55,"81A-1652",8
"2024-06-04 11:55:25",156.49682,-67.99636,100.06,6926.9,7,"49",101,90,20240604115513,4073.5,19,55,"81A-1652",8
"2024-06-04 12:37:43",156.52619,28.80273,99.98,6926.9,1,"13",101,90,20240604123731,4073.5,19,55,"81A-1652",8
"2024-06-04 12:40:43",156.52829,-68.315,99.99,6926.9,2,"14",101,90,20240604124031,4073.5,19,55,"81A-1652",8
"2024-06-04 12:43:42",156.53035,31.22091,99.99,6926.9,3,"15",101,90,20240604124330,4073.5,19,55,"81A-1652",8
"2024-06-04 12:46:41",156.53242,28.96955,99.99,6926.9,4,"16",101,90,20240604124629,4073.5,19,55,"81A-1652",8
"2024-06-04 12:49:27",156.53434,32.91409,99.99,6926.9,5,"10",101,90,20240604124927,4073.5,19,55,"81A-1652",8
"2024-06-04 12:52:27",156.53642,29.21364,99.99,6926.9,6,"9",101,90,20240604125215,4073.5,19,55,"81A-1652",8
"2024-06-04 12:55:27",156.53851,-68.17818,99.99,6926.9,7,"49",101,90,20240604125515,4073.5,19,55,"81A-1652",8
"2024-06-04 13:37:43",156.56786,29.95136,99.92,6926.9,1,"13",101,90,20240604133731,4073.5,19,55,"81A-1652",8
"2024-06-04 13:40:41",156.56992,-68.04136,99.94,6926.9,2,"14",101,90,20240604134029,4073.5,19,55,"81A-1652",8
"2024-06-04 13:43:39",156.57198,29.14455,99.93,6926.9,3,"15",101,90,20240604134327,4073.5,19,55,"81A-1652",8
"2024-06-04 13:46:38",156.57405,28.99545,99.94,6926.9,4,"16",101,90,20240604134626,4073.5,19,55,"81A-1652",8
"2024-06-04 13:49:24",156.57597,36.60864,99.94,6926.9,5,"10",101,90,20240604134924,4073.5,19,55,"81A-1652",8
"2024-06-04 13:52:24",156.57806,28.88318,99.92,6926.9,6,"9",101,90,20240604135212,4073.5,19,55,"81A-1652",8
"2024-06-04 13:55:22",156.58012,-67.05227,99.92,6926.9,7,"49",101,90,20240604135510,4073.5,19,55,"81A-1652",8
"2024-06-04 14:37:43",156.60953,29.54136,99.86,6926.9,1,"13",101,90,20240604143731,4073.5,19,55,"81A-1652",8
"2024-06-04 14:40:42",156.6116,-68.09636,99.88,6926.9,2,"14",101,90,20240604144030,4073.5,19,55,"81A-1652",8
"2024-06-04 14:43:41",156.61367,29.45318,99.88,6926.9,3,"15",101,90,20240604144329,4073.5,19,55,"81A-1652",8
"2024-06-04 14:46:39",156.61573,29.08727,99.89,6926.9,4,"16",101,90,20240604144627,4073.5,19,55,"81A-1652",8
"2024-06-04 14:49:25",156.61765,35.125,99.89,6926.9,5,"10",101,90,20240604144925,4073.5,19,55,"81A-1652",8
"2024-06-04 14:52:24",156.61972,29.15955,99.89,6926.9,6,"9",101,90,20240604145212,4073.5,19,55,"81A-1652",8
"2024-06-04 14:55:24",156.62181,-67.08864,99.9,6926.9,7,"49",101,90,20240604145512,4073.5,19,55,"81A-1652",8
"2024-06-04 15:37:43",156.65119,29.97727,99.81,6926.9,1,"13",101,90,20240604153731,4073.5,19,55,"81A-1652",8
"2024-06-04 15:40:42",156.65326,-68.43864,99.83,6926.9,2,"14",101,90,20240604154030,4073.5,19,55,"81A-1652",8
"2024-06-04 15:43:40",156.65533,28.92682,99.83,6926.9,3,"15",101,90,20240604154328,4073.5,19,55,"81A-1652",8
"2024-06-04 15:46:39",156.65741,28.64,99.83,6926.9,4,"16",101,90,20240604154627,4073.5,19,55,"81A-1652",8
"2024-06-04 15:49:25",156.65932,34.07727,99.83,6926.9,5,"10",101,90,20240604154925,4073.5,19,55,"81A-1652",8
"2024-06-04 15:52:24",156.66139,28.93,99.83,6926.9,6,"9",101,90,20240604155212,4073.5,19,55,"81A-1652",8
"2024-06-04 15:55:23",156.66346,-67.77136,99.83,6926.9,7,"49",101,90,20240604155511,4073.5,19,55,"81A-1652",8
"2024-06-04 16:37:43",156.69286,27.48273,99.82,6926.9,1,"13",101,90,20240604163731,4073.5,19,55,"81A-1652",8
"2024-06-04 16:40:42",156.69493,-68.54273,99.84,6926.9,2,"14",101,90,20240604164030,4073.5,19,55,"81A-1652",8
"2024-06-04 16:43:41",156.697,27.59273,99.84,6926.9,3,"15",101,90,20240604164329,4073.5,19,55,"81A-1652",8
"2024-06-04 16:46:39",156.69906,27.10045,99.87,6926.9,4,"16",101,90,20240604164627,4073.5,19,55,"81A-1652",8
"2024-06-04 16:49:25",156.70098,35.49727,99.87,6926.9,5,"10",101,90,20240604164925,4073.5,19,55,"81A-1652",8
"2024-06-04 16:52:24",156.70306,26.95727,99.87,6926.9,6,"9",101,90,20240604165212,4073.5,19,55,"81A-1652",8
"2024-06-04 16:55:23",156.70513,-68.18591,99.87,6926.9,7,"49",101,90,20240604165511,4073.5,19,55,"81A-1652",8
"2024-06-04 17:37:43",156.73454,25.91773,99.86,6926.9,1,"13",101,90,20240604173731,4073.5,19,55,"81A-1652",8
"2024-06-04 17:40:41",156.73659,-68.55636,99.87,6926.9,2,"14",101,90,20240604174029,4073.5,19,55,"81A-1652",8
"2024-06-04 17:43:40",156.73866,25.74909,99.87,6926.9,3,"15",101,90,20240604174328,4073.5,19,55,"81A-1652",8
"2024-06-04 17:46:39",156.74073,25.24455,99.88,6926.9,4,"16",101,90,20240604174627,4073.5,19,55,"81A-1652",8
