LI-8100,LI-8100,LI-8100,,CHAMBER,LI-8100,LI-8100,LI-8100,LI-8100,LI-8150,LI-7810,LI-7810,LI-7810,LI-7810,LI-7810,LI-7810,LI-7810,LI-7810,LI-7810,LI-7810
2024-05-31 15:58:30,152.665630,100.150000,6978.600000,21.330110,1041353.714660,0.002370,1012854.067860,0.002310,42,0.000450,0.000450,0.000450,0.084080,0.084080,0.000450,0.084080,0.084080,-9999.000000,-9999.000000
2024-05-31 16:01:30,152.667710,100.150000,6978.600000,21.817560,789688.091570,0.002080,789688.091570,0.002080,43,0.005900,0.005900,0.005900,1.000000,1.000000,0.005900,1.000000,1.000000,-9999.000000,-9998.999870
2024-05-31 16:04:29,152.669780,100.170000,6978.600000,173.503890,3010072.821180,0.048340,3019186.880260,0.043360,44,-0.004050,-0.004050,-0.004050,1.000000,1.000000,-0.004050,1.000000,1.000000,-9999.000000,-9999.000000
2024-05-31 16:07:28,152.671850,100.150000,6978.600000,21.541890,1667789.382610,0.006540,1963273.825580,0.000660,40,-0.000240,-0.000240,-0.000240,0.066670,0.066670,-0.000240,0.066670,0.066670,-9999.000000,-9999.000000
2024-05-31 16:10:28,152.673940,100.150000,6978.600000,-75.621110,180275849.563980,0.017470,40592568.489960,0.006280,38,0.000680,0.000680,0.000680,0.084080,0.084080,0.000680,0.084080,0.084080,-9999.000000,-9999.000000
2024-05-31 16:13:29,152.676030,100.190000,6978.600000,-71.682780,1220448.103460,0.003180,1220448.103460,0.003180,45,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
2024-05-31 16:55:31,152.705220,100.130000,6978.600000,22.679230,3114.889690,0.003250,3114.889690,0.003250,41,0.000450,0.000450,0.000450,0.084080,0.084080,0.000450,0.084080,0.084080,-9999.000000,-9999.000270
2024-05-31 16:58:30,152.707290,100.140000,6978.600000,21.167220,-118417.903550,0.000010,-118417.903550,0.000010,42,-0.000450,-0.000450,-0.000450,0.084080,0.084080,-0.000450,0.084080,0.084080,-9999.000000,-9999.000270
2024-05-31 17:01:30,152.709370,100.140000,6978.600000,21.071000,-2519455.149670,0.015270,-2449697.611110,0.011430,43,-9999.000000,-9999.000000,0.000000,0.000000,-9999.000000,0.000000,0.000000,-9999.000000,-9999.000000,-9998.999870
2024-05-31 17:04:29,152.711450,100.140000,6978.600000,173.637560,-624044.573450,0.003710,-624044.573450,0.003710,44,0.000310,0.000310,0.000310,0.084080,0.084080,0.000310,0.084080,0.084080,-9999.000000,-9999.000000
2024-05-31 17:07:28,152.713520,100.130000,6978.600000,20.705330,2990421.303870,0.013920,2990421.303870,0.013920,40,-0.000460,-0.000460,-0.000460,0.084080,0.084080,-0.000460,0.084080,0.084080,-9999.000000,-9999.000000
2024-05-31 17:10:28,152.715600,100.120000,6978.600000,-75.904780,3774457.721630,0.016260,3774457.721630,0.016260,38,-0.000680,-0.000680,-0.000680,0.084080,0.084080,-0.000680,0.084080,0.084080,-9999.000000,-9999.000000
2024-05-31 17:13:28,152.717690,100.160000,6978.600000,-71.698220,-42222972.222710,0.045350,-5259486.053330,0.010440,45,0.008630,0.008630,0.008630,1.000000,1.000000,0.008630,1.000000,1.000000,-9999.000000,-9998.999870
2024-05-31 17:55:31,152.746890,100.100000,6978.600000,20.626150,1329145.707400,0.005540,1329145.707400,0.005540,41,0.000240,0.000240,0.000240,0.066670,0.066670,0.000240,0.066670,0.066670,-9999.000000,-9999.000310
2024-05-31 17:58:30,152.748960,100.110000,6978.600000,20.355440,2010784.936510,0.027050,2192270.918490,0.019720,42,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
2024-05-31 18:01:31,152.751050,100.120000,6978.600000,20.785220,-1556659.772930,0.001120,-1556659.772930,0.001120,43,-0.005920,-0.005920,-0.005920,1.000000,1.000000,-0.005920,1.000000,1.000000,-9999.000000,-9999.000130
2024-05-31 18:04:30,152.753130,100.110000,6978.600000,173.453780,-3972229.122990,0.041700,-758211.218190,0.014260,44,0.000310,0.000310,0.000310,0.084080,0.084080,0.000310,0.084080,0.084080,-9999.000000,-9999.000000
2024-05-31 18:07:29,152.755200,100.110000,6978.600000,20.455220,-255660.307820,0.019220,-255660.307820,0.019220,40,0.000460,0.000460,0.000460,0.084080,0.084080,0.000460,0.084080,0.084080,-9999.000000,-9999.000000
2024-05-31 18:10:29,152.757280,100.100000,6978.600000,-76.104220,-170110.058560,0.000010,-170110.058560,0.000010,38,-0.000680,-0.000680,-0.000680,0.084080,0.084080,-0.000680,0.084080,0.084080,-9999.000000,-9999.000000
2024-05-31 18:13:29,152.759360,100.140000,6978.600000,-71.755780,22352219.112520,0.008850,22352219.112520,0.008850,45,-9999.000000,-9999.000000,0.000000,0.000000,-9999.000000,0.000000,0.000000,-9999.000000,-9999.000000,-9999.000000
2024-05-31 18:55:31,152.788550,100.120000,6978.600000,19.965380,162005.347630,0.001520,162005.347630,0.001520,41,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
2024-05-31 18:58:30,152.790630,100.130000,6978.600000,19.673440,68268.353180,0.000100,68268.353180,0.000100,42,-0.005940,-0.005940,-0.005940,1.000000,1.000000,-0.005940,1.000000,1.000000,-9999.000000,-9998.999910
2024-05-31 19:01:31,152.792720,100.140000,6978.600000,20.013780,-6424640.523910,0.009300,-6424640.523910,0.009300,43,0.000460,0.000460,0.000460,0.084080,0.084080,0.000460,0.084080,0.084080,-9999.000000,-9999.000000
2024-05-31 19:04:30,152.794790,100.150000,6978.600000,173.188110,210500.175840,0.002250,210500.175840,0.002250,44,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
2024-05-31 19:07:30,152.796880,100.160000,6978.600000,19.871670,-116331.458320,0.006820,-116331.458320,0.006820,40,-0.008900,-0.008900,-0.008900,1.000000,1.000000,-0.008900,1.000000,1.000000,-9999.000000,-9999.000000
2024-05-31 19:10:31,152.798970,100.150000,6978.600000,-76.289560,-6607081.901210,0.057970,-7402352.102230,0.058060,38,-9999.000000,-9999.000000,0.000000,0.000000,-9999.000000,0.000000,0.000000,-9999.000000,-9999.000000,-9999.000090
2024-05-31 19:13:31,152.801050,100.180000,6978.600000,-72.021220,-552100.770000,0.001450,-552100.770000,0.001450,45,-0.008660,-0.008660,-0.008660,1.000000,1.000000,-0.008660,1.000000,1.000000,-9999.000000,-9999.000130
2024-05-31 19:55:31,152.830220,100.200000,6978.600000,18.711870,-981579.522000,0.009200,-1167166.512500,0.008890,41,-9999.000000,-9999.000000,0.000000,0.000000,-9999.000000,0.000000,0.000000,-9999.000000,-9999.000000,-9999.000180
2024-05-31 19:58:30,152.832290,100.220000,6978.600000,18.484560,-315482.147520,0.004800,-315482.147520,0.004800,42,0.000460,0.000460,0.000460,0.084080,0.084080,0.000460,0.084080,0.084080,-9999.000000,-9999.000000
2024-05-31 20:01:32,152.834400,100.230000,6978.600000,18.697440,-40332.399930,0.017580,-40332.399930,0.017580,43,-0.000460,-0.000460,-0.000460,0.084080,0.084080,-0.000460,0.084080,0.084080,-9999.000000,-9999.000000
2024-05-31 20:04:33,152.836490,100.250000,6978.600000,172.524890,2499456.299280,0.001440,2499456.299280,0.001440,44,-0.000310,-0.000310,-0.000310,0.084080,0.084080,-0.000310,0.084080,0.084080,-9999.000000,-9999.000000
2024-05-31 20:07:33,152.838580,100.250000,6978.600000,18.389670,-193750.954850,0.001030,-193750.954850,0.001030,40,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
2024-05-31 20:10:33,152.840660,100.240000,6978.600000,-76.705110,6125730.096860,0.003050,6120550.034240,0.003050,38,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000040
2024-05-31 20:13:33,152.842740,100.290000,6978.600000,-72.455560,-215403.263720,0.001890,-215403.263720,0.001890,45,0.000730,0.000730,nan,-nan(ind),0.178270,0.000730,0.178270,0.178270,-9999.000000,-9999.000000
2024-05-31 20:55:31,152.871890,100.230000,6978.600000,17.183960,173967080.808250,0.032260,173967080.808250,0.032260,41,-9999.000000,-9999.000000,0.000000,0.000000,-9999.000000,0.000000,0.000000,-9999.000000,-9999.000000,-9999.000400
2024-05-31 20:58:30,152.873960,100.240000,6978.600000,16.835560,-510448.512220,0.005710,-510448.512220,0.005710,42,-0.000000,-0.000000,-0.000000,0.007750,0.007750,-0.000000,0.007750,0.007750,-9999.000000,-9999.000000
2024-05-31 21:01:32,152.876060,100.230000,6978.600000,16.853560,1303.041360,0.007020,2665.512260,0.003540,43,0.000460,0.000460,0.000460,0.084080,0.084080,0.000460,0.084080,0.084080,-9999.000000,-9999.000000
2024-05-31 21:04:31,152.878140,100.250000,6978.600000,171.558560,1603219.359480,0.004390,1603219.359480,0.004390,44,-0.000320,-0.000320,-0.000320,0.084080,0.084080,-0.000320,0.084080,0.084080,-9999.000000,-9999.000000
2024-05-31 21:07:30,152.880210,100.260000,6978.600000,16.575440,366701.482490,0.046960,345827.956790,0.040950,40,-9999.000000,-9999.000000,0.000000,0.000000,-9999.000000,0.000000,0.000000,-9999.000000,-9999.000000,-9999.000040
2024-05-31 21:10:30,152.882290,100.250000,6978.600000,-77.147000,708655.911680,0.002710,324763.602970,0.001860,38,0.000680,0.000680,0.000680,0.084080,0.084080,0.000680,0.084080,0.084080,-9999.000000,-9999.000000
2024-05-31 21:13:30,152.884380,100.290000,6978.600000,-72.723330,-6479537.757640,0.007990,-1787197.084490,0.003780,45,-0.000670,-0.000670,-0.000670,0.084080,0.084080,-0.000670,0.084080,0.084080,-9999.000000,-9999.000000
2024-05-31 21:55:31,152.913550,100.280000,6978.600000,15.798680,-8774378.309980,0.032050,-9731529.292650,0.027120,41,-9999.000000,-9999.000000,0.000000,0.000000,-9999.000000,0.000000,0.000000,-9999.000000,-9999.000000,-9999.000270
2024-05-31 21:58:30,152.915630,100.290000,6978.600000,15.645220,825888.196570,0.003380,941239.813990,0.003310,42,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
2024-05-31 22:01:30,152.917710,100.290000,6978.600000,15.588330,-2826583.298170,0.021840,-2826583.298170,0.021840,43,0.000250,0.000250,0.000250,0.066670,0.066670,0.000250,0.066670,0.066670,-9999.000000,-9999.000000
2024-05-31 22:04:30,152.919790,100.300000,6978.600000,170.585220,11603248.270020,0.001780,7455172.769670,0.001550,44,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
2024-05-31 22:07:30,152.921880,100.300000,6978.600000,15.305000,395385.425070,0.001170,395385.425070,0.001170,40,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
2024-05-31 22:10:31,152.923970,100.290000,6978.600000,-77.083220,613286.214360,0.013120,613286.214360,0.013120,38,-0.002960,-0.002960,-0.002960,1.000000,1.000000,-0.002960,1.000000,1.000000,-9999.000000,-9999.000000
2024-05-31 22:13:31,152.926050,100.340000,6978.600000,-72.743330,2195936.593710,0.003780,2195936.593710,0.003780,45,-0.000150,-0.000150,-0.000150,0.013810,0.013810,-0.000150,0.013810,0.013810,-9999.000000,-9999.000000
2024-05-31 22:55:31,152.955220,100.290000,6978.600000,14.969560,481697.371690,0.000390,481697.371690,0.000390,41,-0.000460,-0.000460,-0.000460,0.084080,0.084080,-0.000460,0.084080,0.084080,-9999.000000,-9999.000270
2024-05-31 22:58:30,152.957290,100.290000,6978.600000,14.761780,-6070566.350840,0.017870,-6070566.350840,0.017870,42,-0.000470,-0.000470,-0.000470,0.084080,0.084080,-0.000470,0.084080,0.084080,-9999.000000,-9999.000000
2024-05-31 23:01:30,152.959370,100.300000,6978.600000,14.577670,-10210327.282940,0.013790,-11460045.750300,0.013760,43,-0.000470,-0.000470,-0.000470,0.084080,0.084080,-0.000470,0.084080,0.084080,-9999.000000,-9998.999870
2024-05-31 23:04:30,152.961460,100.310000,6978.600000,170.424220,37426429.758560,0.011610,37426429.758560,0.011610,44,-9999.000000,-9999.000000,0.000000,0.000000,-9999.000000,0.000000,0.000000,-9999.000000,-9999.000000,-9998.999600
2024-05-31 23:07:29,152.963530,100.300000,6978.600000,14.385220,622703.698840,0.003420,622703.698840,0.003420,40,0.000510,0.000510,nan,-nan(ind),0.178270,0.000510,0.178270,0.178270,-9999.000000,-9999.000000
2024-05-31 23:10:30,152.965620,100.300000,6978.600000,-77.472000,652167.362330,0.002390,702727.040330,0.002310,38,0.000680,0.000680,0.000680,0.084080,0.084080,0.000680,0.084080,0.084080,-9999.000000,-9999.000000
2024-05-31 23:13:30,152.967710,100.340000,6978.600000,-72.759780,-6812680.439510,0.004260,-6812680.439510,0.004260,45,0.000670,0.000670,0.000670,0.084080,0.084080,0.000670,0.084080,0.084080,-9999.000000,-9999.000000
2024-05-31 23:55:31,152.996890,100.260000,6978.600000,14.044070,3411407.737880,0.001080,3411407.737880,0.001080,41,-0.008940,-0.008940,-0.008940,1.000000,1.000000,-0.008940,1.000000,1.000000,-9999.000000,-9998.999960
2024-05-31 23:58:30,152.998960,100.280000,6978.600000,13.912440,1477484.167940,0.018520,1006267.186070,0.016600,42,-0.000470,-0.000470,-0.000470,0.084080,0.084080,-0.000470,0.084080,0.084080,-9999.000000,-9999.000000
2024-06-01 00:01:30,153.001040,100.280000,6978.600000,13.594000,1414489.977030,0.000450,1414489.977030,0.000450,43,-9999.000000,-9999.000000,0.000000,0.000000,-9999.000000,0.000000,0.000000,-9999.000000,-9999.000000,-9998.999960
2024-06-01 00:04:31,153.003140,100.300000,6978.600000,169.552110,-182134.942170,0.000180,-182134.942170,0.000180,44,0.000320,0.000320,0.000320,0.084080,0.084080,0.000320,0.084080,0.084080,-9999.000000,-9999.000000
2024-06-01 00:07:30,153.005210,100.300000,6978.600000,13.609220,-7903209.283740,0.030480,-8086076.209810,0.030210,40,-0.000470,-0.000470,-0.000470,0.084080,0.084080,-0.000470,0.084080,0.084080,-9999.000000,-9999.000000
2024-06-01 00:10:30,153.007290,100.290000,6978.600000,-77.394000,5642686.394980,0.016010,2218815.434240,0.007580,38,-0.000690,-0.000690,-0.000690,0.084080,0.084080,-0.000690,0.084080,0.084080,-9999.000000,-9999.000000
2024-06-01 00:13:31,153.009390,100.330000,6978.600000,-72.884220,168071.216530,0.000150,168071.216530,0.000150,45,-0.000670,-0.000670,-0.000670,0.084080,0.084080,-0.000670,0.084080,0.084080,-9999.000000,-9999.000220
2024-06-01 00:55:31,153.038550,100.260000,6978.600000,13.489230,-1360109.233570,0.004140,-1360109.233570,0.004140,41,-0.000460,-0.000460,-0.000460,0.084080,0.084080,-0.000460,0.084080,0.084080,-9999.000000,-9999.000270
2024-06-01 00:58:30,153.040630,100.290000,6978.600000,13.421780,-362491.807660,0.002170,-362491.807660,0.002170,42,0.002030,0.002030,0.002030,1.000000,1.000000,0.002030,1.000000,1.000000,-9999.000000,-9998.999910
2024-06-01 01:01:30,153.042710,100.290000,6978.600000,13.129670,430721.699630,0.006410,430721.699630,0.006410,43,1.609290,-0.405110,1.765850,0.961380,0.963020,-0.405110,0.797110,0.797110,486.510000,2082.143290
2024-06-01 01:04:31,153.044800,100.300000,6978.600000,169.627780,256451.042950,0.000870,256451.042950,0.000870,44,2.176710,-0.047720,3.632880,0.991440,0.985620,-0.047720,0.346000,0.346000,486.210000,2081.214200
2024-06-01 01:07:30,153.046880,100.300000,6978.600000,12.978000,1027804.936880,0.014950,1028945.245100,0.014950,40,3.764220,-0.432380,3.764220,0.984440,0.984440,-0.432380,0.936570,0.936570,482.500000,2083.619840
2024-06-01 01:10:30,153.048960,100.300000,6978.600000,-77.620670,2501775.880430,0.001230,2501775.880430,0.001230,38,200.558760,-11.005600,200.558760,0.992830,0.992830,-11.005600,0.993000,0.993000,493.280000,2079.528650
2024-06-01 01:13:30,153.051040,100.330000,6978.600000,-72.850000,-115122.140210,0.009420,-115122.140210,0.009420,45,12.797810,-0.583540,23.606460,0.997150,0.977500,-1.137530,0.945570,0.926860,494.840000,2084.525090
2024-06-01 01:55:31,153.080220,100.270000,6978.600000,13.313740,2396162.863430,0.003550,2831023.934490,0.003250,41,5.599070,-0.287400,7.992970,0.987770,0.982610,-0.533840,0.906770,0.897450,489.530000,2091.061990
2024-06-01 01:58:30,153.082290,100.280000,6978.600000,13.251440,-1792583.315360,0.008950,-2563504.374150,0.006790,42,0.643510,-0.094010,17.533650,0.580730,0.141750,-3.254800,0.579370,0.160060,499.410000,2092.764460
2024-06-01 02:01:30,153.084370,100.280000,6978.600000,12.959330,-13360210.437530,0.001710,-13360210.437530,0.001710,43,1.823920,-0.119700,1.986970,0.992370,0.992130,-0.119700,0.655490,0.655490,488.960000,2093.670170
2024-06-01 02:04:29,153.086450,100.290000,6978.600000,168.887000,-186472.120920,0.001130,-297901.095040,0.000750,44,2.333260,-0.084120,3.850030,0.994320,0.989050,-0.084120,0.657830,0.657830,489.780000,2094.915070
2024-06-01 02:07:29,153.088530,100.280000,6978.600000,12.899890,-3209.216730,0.000510,-3209.216730,0.000510,40,4.169760,-0.387440,4.169760,0.984220,0.984220,-0.387440,0.914970,0.914970,484.200000,2095.792600
2024-06-01 02:10:29,153.090610,100.290000,6978.600000,-77.212000,-139902.756160,0.000060,-139902.756160,0.000060,38,201.752960,-11.291200,201.752960,0.993010,0.993010,-11.291200,0.993720,0.993720,501.540000,2096.131530
2024-06-01 02:13:29,153.092700,100.310000,6978.600000,-72.875330,-2766657.209350,0.014390,-2766657.209350,0.014390,45,12.821050,-0.527030,17.798160,0.989230,0.982650,-1.458630,0.924290,0.914190,504.060000,2104.081750
2024-06-01 02:55:31,153.121890,100.210000,6978.600000,13.238900,2971963.850670,0.028760,560758.921370,0.009720,41,6.197870,-0.324720,11.601240,0.987380,0.965660,-0.324720,0.902920,0.902920,491.910000,2114.976070
2024-06-01 02:58:31,153.123970,100.230000,6978.600000,13.077330,-94353.002780,0.000210,-94353.002780,0.000210,42,2.162620,0.005360,3.748070,0.980980,0.977290,0.005360,0.002060,0.002060,490.310000,2116.953740
2024-06-01 03:01:31,153.126050,100.240000,6978.600000,12.910110,-1657697.742550,0.000830,-4346512.811290,0.002120,43,2.057800,-0.103890,2.173340,0.993490,0.993410,-0.103890,0.567820,0.567820,480.200000,2122.857110
2024-06-01 03:04:31,153.128140,100.240000,6978.600000,169.016670,108003.194610,0.000070,108003.194610,0.000070,44,1.954100,-0.036850,3.949720,0.992960,0.980570,-0.036850,0.220260,0.220260,508.020000,2126.452060
2024-06-01 03:07:30,153.130210,100.240000,6978.600000,12.797670,-15756.170100,0.006540,-15756.170100,0.006540,40,3.725570,-0.347360,3.725570,0.979090,0.979090,-0.347360,0.898190,0.898190,484.120000,2135.801110
2024-06-01 03:10:30,153.132290,100.230000,6978.600000,-77.966000,-1182483.478450,0.075620,-1182483.478450,0.075620,38,211.175180,-12.229420,211.175180,0.988160,0.988160,-12.229420,0.989650,0.989650,495.180000,2141.660430
2024-06-01 03:13:32,153.134400,100.260000,6978.600000,-72.990890,60729.469260,0.039090,60729.469260,0.039090,45,11.934800,-0.342310,15.400230,0.993800,0.991140,-0.645700,0.804570,0.798580,502.010000,2146.234470
2024-06-01 03:55:31,153.163550,100.220000,6978.600000,12.797360,-2749204.678610,0.031380,-2749204.678610,0.031380,41,5.668250,-0.339380,9.562650,0.974680,0.962150,-0.339380,0.896470,0.896470,487.230000,2206.972410
2024-06-01 03:58:31,153.165640,100.240000,6978.600000,12.737220,-7423206.473990,0.019110,-2253462.945680,0.371850,42,1.502250,0.172340,6.395110,0.952920,0.924200,0.172340,0.522970,0.522970,507.090000,2207.430480
2024-06-01 04:01:33,153.167740,100.250000,6978.600000,12.420220,-213187.703450,0.016190,-29329.697870,0.003790,43,1.672630,-0.123270,2.048500,0.987960,0.986300,-0.123270,0.653870,0.653870,488.500000,2221.962600
2024-06-01 04:04:33,153.169830,100.250000,6978.600000,169.242110,119469.374340,0.015000,125118.284300,0.015540,44,2.008400,-0.119780,3.155900,0.994460,0.989910,-0.119780,0.774520,0.774520,500.920000,2214.691260
2024-06-01 04:07:32,153.171900,100.240000,6978.600000,12.445110,352544.140430,0.009540,1362883.387270,0.016260,40,3.546500,-0.356860,3.546500,0.989030,0.989030,-0.356860,0.902920,0.902920,500.980000,2215.011560
2024-06-01 04:10:33,153.173990,100.240000,6978.600000,-77.455780,-367324.052050,0.001800,-367324.052050,0.001800,38,194.319590,-12.125810,194.319590,0.992620,0.992620,-12.125810,0.994380,0.994380,502.040000,2222.396890
2024-06-01 04:13:33,153.176080,100.280000,6978.600000,-73.150000,3430313.991350,0.001880,3430313.991350,0.001880,45,10.241150,-0.460040,10.682960,0.994740,0.994690,-0.460040,0.898870,0.898870,503.070000,2223.568310
2024-06-01 04:55:31,153.205220,100.260000,6978.600000,12.618570,-1357007.076010,0.032030,-1357007.076010,0.032030,41,5.939160,-0.414780,10.105770,0.996860,0.980980,-0.414780,0.958900,0.958900,505.230000,2243.207960
2024-06-01 04:58:30,153.207290,100.280000,6978.600000,12.525780,150063.620600,0.000150,150063.620600,0.000150,42,1.636550,-0.314550,4.265950,0.962800,0.932160,-0.689210,0.906110,0.905520,508.900000,2243.469590
2024-06-01 05:01:30,153.209370,100.280000,6978.600000,12.177670,4567334.137410,0.036280,897286.066150,0.012550,43,1.539450,-0.093720,1.654080,0.989900,0.989760,-0.093720,0.559290,0.559290,491.670000,2247.785840
2024-06-01 05:04:30,153.211460,100.290000,6978.600000,168.092560,-2179328.334900,0.017170,-307277.451900,0.004450,44,2.085640,-0.086750,3.654150,0.992210,0.985390,-0.086750,0.611690,0.611690,500.020000,2251.163960
2024-06-01 05:07:29,153.213530,100.290000,6978.600000,12.085670,-10833181.585770,0.005180,-10833181.585770,0.005180,40,3.862640,-0.432790,3.862640,0.979990,0.979990,-0.432790,0.936270,0.936270,497.860000,2250.207670
2024-06-01 05:10:29,153.215610,100.290000,6978.600000,-77.434440,-10521629.144270,0.033190,-14133855.085410,0.034030,38,156.540340,-9.790350,156.540340,0.990520,0.990520,-9.790350,0.991150,0.991150,512.030000,2252.189690
2024-06-01 05:13:29,153.217700,100.330000,6978.600000,-73.062000,737811.612730,0.055190,1179358.665470,0.041040,45,9.233700,-0.403580,9.233700,0.986030,0.986030,-0.403580,0.864510,0.864510,502.440000,2257.512120
2024-06-01 05:55:31,153.246890,100.320000,6978.600000,12.241100,2515600.113250,0.046780,2504218.667740,0.045260,41,6.172090,-0.365790,12.464200,0.993510,0.964950,-0.847750,0.956700,0.909390,494.840000,2276.596220
2024-06-01 05:58:30,153.248960,100.340000,6978.600000,12.306330,19977.783170,0.006140,19977.783170,0.006140,42,1.551500,0.114860,4.484360,0.801440,0.692490,0.114860,0.313930,0.313930,519.490000,2282.963390
2024-06-01 06:01:30,153.251040,100.340000,6978.600000,12.076780,158926.002230,0.008750,158926.002230,0.008750,43,1.705390,-0.032890,1.705390,0.993550,0.993550,-0.032890,0.152290,0.152290,501.920000,2287.226300
2024-06-01 06:04:29,153.253110,100.370000,6978.600000,167.875000,-58719.803010,0.026460,-58719.803010,0.026460,44,2.013020,-0.120420,3.034700,0.989270,0.984760,-0.120420,0.808170,0.808170,513.460000,2289.343010
2024-06-01 06:07:30,153.255210,100.350000,6978.600000,12.069780,-542493.042900,0.007860,-542493.042900,0.007860,40,3.786580,-0.450890,3.786580,0.986250,0.986250,-0.450890,0.949700,0.949700,506.230000,2287.627820
2024-06-01 06:10:30,153.257290,100.340000,6978.600000,-77.875890,-3379981.791950,0.005430,-3379981.791950,0.005430,38,151.146500,-9.884950,151.146500,0.988210,0.988210,-9.884950,0.988210,0.988210,519.460000,2290.262710
2024-06-01 06:13:30,153.259380,100.390000,6978.600000,-72.894000,-107843.731880,0.000010,-107843.731880,0.000010,45,11.158310,-0.694240,13.191160,0.996110,0.994960,-0.694240,0.957580,0.957580,507.420000,2294.560390
2024-06-01 06:55:31,153.288550,100.370000,6978.600000,13.154510,4466129.691650,0.006210,4466129.691650,0.006210,41,5.741370,-0.403020,8.136760,0.992490,0.985540,-0.403020,0.963290,0.963290,507.570000,2325.684590
2024-06-01 06:58:30,153.290630,100.380000,6978.600000,13.239110,-2363.209790,0.000000,-2363.209790,0.000000,42,-0.526350,-0.053070,31.063080,0.000460,0.243990,-0.053070,0.097330,0.097330,509.980000,2326.460900
2024-06-01 07:01:30,153.292710,100.390000,6978.600000,12.917440,-3704565.172020,0.018800,-3704565.172020,0.018800,43,1.512270,-0.093160,1.953910,0.991440,0.988510,-0.093160,0.618390,0.618390,487.790000,2330.458330
